Year	Candidate ID	Candidate	Incumbent/Challenger/Open-Seat	Party	Party Designation	Total Receipts	Authorized Tranfers From	Total Disbursements	Transfers to Authorized	Beginning Cash	Ending Cash	Contrib from Candidate	Loans from Candidate	Other Loans	Candidate Loan Repayments	Other Loan Repayments	Debts Owed By	#$200-$499 Contrib	Total $200-$499	#$500-$749	Total $500-$749	#$750+ Contrib	Total $750+ Contrib	Total Indiv. Contrib	Major Pty Contrib	Party Indep Expend For	Corp. Contributions	Labor Contributions	Non-Connected Cont	T/M/H Contrib	Cooperative Contrib	Corp W/p Stock Cont	Non-Party Exp.	Non-Party Exp. Agn	Indep. Exp For	Indep Exp. Agn	Comm Cost For	Comm Cost Agn	State Code	District	Spec Elec Status	Primary Elec Status	Runoff Elec Status	General Elec Status	General Elec Pct	Spec. Elec. Cand	Party Coordinated Expenditures	Party Independent Expenditures Against
2002	H4UT02106	COOK, MERRILL ALOUZO	C	2	REP	567265	0	570042	0	3009	233	4500	553427	0	5100	0	634691	0	0	3	1500	3	2800	6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02209	CROCKETT, MARK ALLEN	C	2	REP	97357	0	97356	0	0	0	14909	47305	0	3394	0	0	11	-2300	4	2000	25	32000	35091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02217	HARMSEN, STEPHEN MARK	C	2	REP	83757	0	83757	0	0	0	15363	65000	0	40000	0	0	0	0	5	2500	0	0	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02225	HOWARD, DAN E.	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02183	JORGENSEN, JAY THOMAS	C	2	REP	82254	0	82238	0	0	13	5	10000	0	0	0	45617	19	-100	14	7000	52	55550	70199	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02233	SMITH, DAVID R.	C	2	REP	4041	0	4041	0	0	0	2781	0	0	0	0	0	0	0	1	500	0	0	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H8UT02099	SNELGROVE, RICHARD	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02175	STEPHENS, GARY ROY	C	2	REP	60361	0	58365	0	0	200	0	0	0	0	0	11610	7	-750	24	12184	40	41750	60361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02167	SWALLOW, JOHN EDWARD	C	2	REP	1167587	0	1163612	0	0	3972	500	170500	0	146500	0	28637	230	-2452	209	104600	429	471416	660333	149922	242028	23900	0	95573	14617	0	2300	9511	0	0	0	3236	0	UT	2		W		L	48		70927	0
2002	H2UT02241	TOWER, CARRIE LYNN	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02159	WILKINSON, WINSTON	C	2	REP	238695	0	238532	0	0	162	0	4500	0	4500	0	4401	48	8825	46	23202	47	49500	224336	0	0	5500	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT02266	COPIER, RON	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2				L	0		0	0
2002	H2UT02258	DIEHL, PATRICK	C	3	GRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	UT	2				L	1		0	0
2002	H8UT02149	LARSEN, KEN	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	2					0		0	0
2002	H2UT03173	FONUA, SITOUNI (STONEY) TEIKO	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3					0		0	0
2002	H2UT03181	MAURIN, JOHN	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3				L	0		0	0
2002	H2UT03199	QUINTANA, DANNY	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3					0		0	0
2002	H2UT03165	WOODSIDE, NANCY JANE	C	1	DEM	51438	0	51132	0	0	2098	200	0	0	0	0	21043	11	2875	5	2500	1	1000	26824	1350	0	0	34000	500	0	0	0	0	0	0	0	0	0	UT	3				L	28		210	0
2002	H6UT03042	CANNON, CHRISTOPHER B	I	2	REP	361509	2000	366773	21700	5149	689	0	0	0	9500	0	1713427	79	21020	56	28379	68	69909	165397	10294	0	110000	12500	8850	68950	2000	2750	0	0	0	2	268	0	UT	3		W		W	67		0	0
2002	H4UT03062	DRASCHIL, TOM	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3					0		0	0
2002	H2UT03207	THROCKMORTON, MATT	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3					0		0	0
2002	H8UT03071	BURTON, KITTY K.	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UT	3				L	3		0	0
2002	H0VT00072	KERIN, KAREN ANN	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0					0		0	0
2002	H0VT00080	KRYMKOWSKI, DANIEL H.	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0				L	0		0	0
2002	H2VT00094	NEWTON, JANE	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0				L	1		0	0
2002	H2VT00102	SKINNER, FAWN	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VT	0				L	1		0	0
2002	H2VT00078	MEUB, WILLIAM H	C	2	REP	196614	0	184845	0	0	11765	0	31000	0	16000	0	93624	89	23090	52	26000	55	54550	155593	0	0	3000	0	0	1000	0	0	0	0	0	0	0	0	VT	1		W		L	32		0	0
2002	H2VT00086	PARKE, GREGORY TARLE	C	2	REP	45273	0	40986	0	0	4287	120	0	0	0	0	0	3	750	7	3500	14	14000	45153	0	0	0	0	0	0	0	0	771	0	0	0	0	0	VT	1					0		0	0
2002	H8VT01016	SANDERS, BERNARD CONGRESSMAN	I	3	IND	653570	0	622639	0	594001	624931	0	0	0	0	0	0	55	13650	26	13200	18	18000	528098	0	0	0	70000	0	17525	0	0	0	0	2	0	0	0	VT	1		W		W	64		0	0
2002	H4VI00054	CHRISTIAN-CHRISTENSEN, DONNA M	I	1	DEM	98665	0	147243	0	614	-47966	0	0	0	0	0	10255	36	9218	16	8000	11	11000	63865	691	0	15772	9500	8500	8525	0	0	0	0	0	0	0	0	VI	0		W		W	67		1000	0
2002	H2VI00041	O'NEAL, LILLIANA BELARDO DE	C	2	REP	23650	0	25254	0	0	1604	6500	8000	6500	260	0	14500	0	0	0	0	1	1000	4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VI	0		W		L	14		0	0
2002	H2VI00058	BROWN, VIRDIN C.	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VI	0		W		L	14		0	0
2002	S2VA00118	CROOK, GAIL	C	1	DEM	17334	0	16206	0	0	1578	3454	11035	0	0	0	11035	2	500	3	1500	0	0	2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	0					0		0	0
2002	S0VA00013	SPANNAUS, NANCY BRADEEN	C	1	DEM	62406	0	61984	0	0	420	0	0	0	0	0	21	68	17450	28	14375	5	4750	62406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	0				L	9		0	0
2002	S8VA00107	WARNER, JOHN WILLIAM III	I	2	REP	2618634	0	1709202	0	429291	1338535	0	0	0	0	0	0	546	43276	422	211727	968	983341	1588527	0	0	552080	12706	157940	230800	5500	12000	0	0	0	2	1499	0	VA	0		W		W	82		0	0
2002	S2VA00100	HORNBERGER, JACOB G JR	C	3	IND	66459	0	66480	0	0	0	18978	5000	0	3147	0	0	19	4700	13	6500	26	26000	41981	0	0	500	0	0	0	0	0	0	0	0	0	0	0	VA	0				L	7		0	0
2002	S4VA00122	PRATT, WILLIAM O	C	3	IND	1065	0	1065	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	0					0		0	0
2002	H0VA01052	DAVIS, JO ANN S	I	2	REP	328567	0	280852	0	19856	67570	0	0	0	0	0	0	103	25997	68	34347	19	19000	117958	612	0	79500	10500	24332	75149	1000	3000	0	0	0	2	283	0	VA	1		W		W	95		0	0
2002	H0VA02035	SCHROCK, EDWARD LEE	I	2	REP	800972	0	483440	0	24996	317625	0	0	0	0	0	0	181	45710	187	94775	208	206040	407027	24	0	164725	4500	38269	112004	0	1500	0	0	0	2	263	0	VA	2		W		W	83		0	0
2002	H2VA04078	AMARASINGHE, D. C.	O	3	GRN	12415	0	12415	0	0	0	2400	4515	0	0	0	4515	0	0	0	0	0	0	7900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	2	L			L	16		0	0
2002	H6VA01117	SCOTT, ROBERT C BOBBY	I	1	DEM	173515	0	195537	0	37996	17110	500	0	0	0	0	0	43	10700	13	6500	6	6000	47668	300	0	26600	69000	3000	29106	1000	0	0	0	22	0	0	0	VA	3		W		W	96		0	0
2002	H2VA04060	LUCAS, L LOUISE	C	1	DEM	85607	0	96814	0	11268	60	1000	47000	0	5000	0	59000	10	2750	4	2000	7	7000	16729	0	49453	1000	4500	2666	500	0	0	113581	3894	0	0	0	0	VA	4	L				0		27166	0
2002	H2VA04052	FORBES, J RANDY	I	2	REP	831921	0	668502	1500	28625	191836	0	0	0	0	0	0	167	42117	112	56340	199	196225	417671	4466	0	145379	3800	95407	108427	1000	4500	7800	0	0	2	284	0	VA	4	W	W		W	97		0	0
2002	H2VA05034	RICHARDS, MEREDITH M	C	1	DEM	218457	0	215406	0	0	2427	10000	0	0	0	0	0	101	26165	56	28075	45	44660	180841	100	0	1000	17500	850	1098	0	0	0	0	2	0	0	0	VA	5				L	36		591	0
2002	H6VA05068	GOODE, VIRGIL H JR	I	2	REP	736052	0	707704	0	283070	311421	0	0	0	0	0	0	308	78115	186	93300	125	124500	484345	729	0	86200	2500	25374	103850	4500	2500	0	0	0	2	258	0	VA	5		W		W	63		0	0
2002	H2VA06115	GOODLATTE, ROBERT W	I	2	REP	689239	0	562236	0	710421	837425	0	0	0	0	0	0	188	47000	141	70500	147	146800	346743	0	0	180608	3500	8971	87272	3000	2000	0	0	0	2	341	0	VA	6		W		W	97		0	0
2002	H2VA07105	JONES, BEN L	C	1	DEM	185450	0	166332	0	0	19216	13525	16278	0	0	0	16278	77	19585	40	20000	28	27800	147878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	7		W		L	30		0	0
2002	H0VA07042	CANTOR, ERIC	I	2	REP	1440428	0	1402415	0	82828	120839	0	0	0	0	121000	46066	439	107891	238	120300	480	477150	875944	1959	0	240867	1000	111599	168761	1000	12000	0	0	0	2	5860	0	VA	7		W		W	69		0	0
2002	H2VA08087	FORD, PETER DAVID	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	8					0		0	0
2002	H0VA08040	MORAN, JAMES P JR	I	1	DEM	1105919	0	1615275	0	557906	48551	0	0	0	0	0	0	99	26770	201	101680	413	410350	570932	5750	0	220200	69500	67742	112409	0	8000	0	0	0	0	0	0	VA	8		W		W	59		0	0
2002	H2VA08095	TATE, SCOTT C	C	2	REP	90502	0	83210	0	0	7074	0	0	0	0	0	0	39	10329	16	8273	18	19000	87241	2050	0	1000	0	5000	1000	0	0	0	0	0	0	0	0	VA	8		W		L	37		0	0
2002	H0VA08073	CRICKENBERGER, RON	C	3	IND	10153	0	10968	0	401	664	20	0	0	0	0	0	1	200	4	2000	3	3000	10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	8				L	2		0	0
2002	H2VA09010	BOUCHER, FREDERICK C ""RICK	I	1	DEM	1171401	0	1079870	0	585207	675929	0	0	0	0	0	0	301	75570	166	83292	102	100563	359890	0	0	416991	88500	54234	150785	2000	7750	0	0	22	0	0	0	VA	9		W		W	65		0	0
2002	H2VA09069	KATZEN, JAY K	C	2	REP	233657	0	231108	0	0	2547	9042	105876	0	0	0	105876	39	10189	29	14732	22	25600	93237	9500	0	1250	0	6000	0	0	0	46	0	0	0	0	0	VA	9		W		L	34		0	0
2002	H2VA10083	DAINES, GREGORY S	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	10					0		0	0
2002	H2VA10091	STEVENS, JOHN	C	1	DEM	21077	0	20344	0	0	772	0	0	0	0	0	0	10	2500	6	3200	4	4000	17927	250	0	500	1000	0	2000	0	0	0	0	0	0	0	0	VA	10				L	28		0	0
2002	H6VA10050	WOLF, FRANK RUDOLPH	I	2	REP	695984	0	691008	0	260837	265814	0	0	0	0	0	0	167	37475	140	70130	140	139050	408132	196	0	121750	37000	21535	76950	0	4500	0	0	0	2	177	0	VA	10		W		W	71		0	0
2002	H2VA10075	FACEMIRE, JAMES ""MIKE	C	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	10					0		0	0
2002	H4VA11020	DAVIS, THOMAS M	I	2	REP	1428097	0	1591381	0	750077	586793	0	0	0	0	0	0	234	59733	266	133119	338	341962	726712	1274	0	316997	52500	49854	208535	500	6500	0	0	0	0	121	0	VA	11		W		W	82		0	0
2002	H2VA11131	CREEL, FRANK W	C	3	CON	9222	0	8797	0	0	445	4700	600	0	0	0	0	4	1200	0	0	1	1000	3992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VA	11		W		L	16		0	0
2002	H2WA04090	INSLEE, JAY ROBERT	I	1	DEM	1433746	0	643505	0	7350	797591	0	0	0	0	0	0	542	36713	364	182750	382	403450	1057626	2031	0	62919	172200	22252	64906	1500	3000	0	0	2	0	0	0	WA	1		W		W	55		127	0
2002	H2WA01120	MARINE, JOSEPH DANIEL	C	2	REP	206195	0	205550	0	0	643	0	19000	0	5000	0	4099	100	25137	49	24500	41	40750	173855	1500	0	4000	0	3748	3500	0	0	0	0	0	0	302	0	WA	1		W		L	41		0	0
2002	H2WA01112	SAMODUROV, BRENT JAMES	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	1					0		0	0
2002	H0WA02080	LARSEN, RICHARD RAY	I	1	DEM	1788063	0	1768783	0	4292	23572	0	0	0	0	0	0	551	130532	388	196076	356	353398	1041879	14089	0	147950	218300	130503	148227	11000	3500	12704	0	2	0	31272	0	WA	2		W		W	50		18566	0
2002	H2WA02110	BARLEAN, KELLY JOHN	C	2	REP	120027	0	120027	0	0	0	1901	15200	0	1847	0	13352	50	12843	40	20010	28	28000	100468	0	0	500	0	1000	500	0	0	0	0	0	0	0	0	WA	2					0		0	0
2002	H2WA02136	MEYER, HERBERT E	C	2	REP	295687	0	229698	0	0	65988	4262	37500	0	0	0	37500	86	21930	52	26116	40	42050	249102	0	0	52	0	0	0	0	0	0	0	0	0	0	0	WA	2					0		0	0
2002	H2WA02128	SMITH, NORMA CREIGHTON	C	2	REP	560897	0	555486	0	0	5184	500	0	0	0	0	0	214	52599	116	58380	245	247090	505052	0	0	2000	0	26000	19797	0	0	0	0	0	0	403	0	WA	2		W		L	45		0	0
2002	H2WA02144	HAGGERTY, BERNARD P	C	3	GRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	WA	2				L	2		0	0
2002	H6WA03135	BAIRD, BRIAN	I	1	DEM	1268234	0	781953	0	84746	571025	20	0	0	0	0	0	379	75350	227	114490	336	343050	770821	1169	0	48800	251750	70775	88376	2000	0	0	0	2	0	0	0	WA	3		W		W	61		1760	0
2002	H0WA03104	MATSON, TRENT	C	2	REP	397831	7250	405245	6233	7414	0	0	0	0	0	0	0	100	25980	92	46275	180	178315	321058	2500	0	3150	0	9500	11250	0	0	1325	0	0	0	0	0	WA	3					0		0	0
2002	H2WA03068	ZARELLI, JOSEPH P	C	2	REP	203085	0	198886	0	0	4198	0	0	0	0	0	14800	75	19590	51	25850	45	44800	171683	9000	0	4068	0	9954	6000	0	0	0	0	0	0	0	0	WA	3		W		L	38		0	0
2002	H2WA04116	MASON, CRIAG	C	1	DEM	39747	0	37086	0	0	2661	8100	0	0	0	0	48943	2	550	9	5002	0	0	19621	5000	0	0	1000	0	0	0	0	0	0	2	0	0	0	WA	4		W		L	33		0	0
2002	H2WA04041	HASTINGS, DOC	I	2	REP	343569	0	246849	0	46655	143371	0	0	0	0	0	45050	108	25695	69	34500	56	56000	170417	5298	0	87250	1500	13420	56925	6000	0	0	0	0	2	557	0	WA	4		W		W	66		0	0
2002	H2WA05063	HAGGIN, BART MICHAEL	C	1	DEM	39204	0	37039	0	0	2163	244	0	0	0	0	0	9	2250	8	4000	3	3000	30320	0	0	0	1500	0	0	0	0	0	0	2	0	0	0	WA	5		W		L	32		0	0
2002	H2WA05055	MCCOY, RON	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	5					0		0	0
2002	H4WA05028	NETHERCUTT, GEORGE R JR	I	2	REP	916555	0	857642	0	14600	73511	0	0	0	0	0	0	240	50249	117	58780	124	127330	478502	1533	0	242765	6000	26670	105850	9250	500	1369	0	0	2	548	0	WA	5		W		W	62		0	0
2002	H2WA05048	CHASE, ROBERT	C	3	LIB	4560	0	4433	0	0	125	780	0	0	0	0	0	2	500	3	1500	0	0	3280	0	0	0	0	0	0	0	0	0	0	0	2	0	0	WA	5		W		L	5		0	0
2002	H6WA06021	DICKS, NORMAN DUBOIS	I	1	DEM	827815	0	832741	0	218735	326403	0	0	0	0	0	0	313	74650	368	184151	103	102425	420507	0	0	250950	67125	19500	52775	1500	5250	0	0	2	0	0	0	WA	6		W		W	64		0	0
2002	H2WA07069	MATHIS, KEITH EDMOND	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	7					0		0	0
2002	H8WA07132	MCDERMOTT, JAMES A	I	1	DEM	415537	0	436384	0	109020	88172	0	0	0	0	0	0	90	20245	47	23624	25	24250	177197	312	0	36550	112850	14043	47775	2000	3000	0	0	2	0	0	0	WA	7		W		W	74		0	0
2002	H2WA07077	CASSADY, CAROL A THORNE	C	2	REP	19064	0	18775	0	0	289	371	6665	1237	0	1237	6665	3	750	2	1000	1	1000	10614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	7		W		L	21		0	0
2002	H8WA07025	LIPPMANN, STANLEY I	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	7				L	4		0	0
2002	H8WA08049	BEHRENS-BENEDICT, HEIDI	C	1	DEM	133307	0	120333	0	1585	0	0	0	0	0	0	0	42	10598	35	17500	33	36500	114704	0	0	0	11000	5000	150	0	0	0	0	2	0	0	0	WA	8		W		L	37		0	0
2002	H2WA08075	DUNN, JENNIFER	I	2	REP	1838486	0	1031727	0	72713	879472	0	0	0	0	0	0	536	137035	292	148397	415	412400	1108413	1391	0	377078	11500	64855	244813	500	14500	1057	0	0	2	319	0	WA	8		W		W	59		0	0
2002	H6WA09025	SMITH, ADAM	I	1	DEM	820573	0	769600	0	47751	98724	0	0	0	0	0	0	249	-4972	169	84735	164	185828	350676	760	0	207695	97000	47329	95457	2000	500	1244	0	2	0	3130	0	WA	9		W		W	58		0	0
2002	H2WA09081	CASADA, SARAH M	C	2	REP	61157	0	61073	0	0	80	1140	7900	0	2000	0	0	17	4300	7	3500	15	15350	43687	0	0	552	0	2000	0	0	0	0	0	0	0	0	0	WA	9		W		L	38		0	0
2002	H8WA06076	LAWRENCE, ROBERT I	C	2	REP	61294	0	62571	0	13	0	20343	11880	0	26469	0	0	15	3750	7	3850	6	5850	29071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WA	-1				L	31		0	0
2002	S6WV00048	BARILLA, BRUCE	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WV	0		L			0		0	0
2002	S2WV00047	GALLOWAY, WILLIAM ERNEST	C	1	DEM	10395	0	10312	0	0	81	0	8200	0	0	0	8200	0	0	0	0	1	1000	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WV	0		L			0		0	0
2002	S2WV00062	HAMB, THEODORE W.	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WV	0					0		0	0
2002	S4WV00027	ROCKEFELLER, JOHN DAVISON IV	I	1	DEM	2474455	0	2238465	0	932822	1168812	0	0	0	0	0	0	652	169192	372	187882	939	934786	1343672	0	0	401216	191000	154096	241874	8500	23500	0	0	42	0	0	0	WV	0		W		W	63		0	0
2002	S2WV00054	LEWIS, HIRAM CARSON IV	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	WV	0		L			0		0	0
2002	S8WV00093	WOLFE, M JAY	C	2	REP	136935	0	136935	0	0	0	4000	3650	0	562	0	0	28	7183	18	9166	44	43485	122542	330	0	0	0	1500	0	0	500	37	0	0	0	0	0	WV	0		W		L	37		0	0
2002	H2WV01029	MOLLOHAN, ALAN BOWLBY	I	1	DEM	361117	0	326462	0	35856	70507	0	0	0	0	0	0	124	32379	40	20470	80	79250	141800	0	0	111880	60500	4500	35000	4750	1000	1000	0	0	2	0	0	WV	1		W		W	99		0	0
2002	H0WV02096	HUMPHREYS, JAMES F	C	1	DEM	8163840	0	8150237	0	12457	26058	0	7794500	0	0	0	13953152	40	10820	38	19356	111	111000	150518	0	0	5000	122500	11818	10000	0	0	0	0	2	0	51811	0	WV	2		W		L	39		2425	0
2002	H2WV02118	WORKMAN, MARGARET L	C	1	DEM	858407	0	719200	0	0	139706	0	500000	0	0	0	504208	308	75575	86	43000	72	72000	346307	0	0	750	0	6638	3500	0	0	0	0	0	0	0	0	WV	2		L			0		0	0
2002	H0WV02138	CAPITO, SHELLEY MOORE	I	2	REP	2581019	0	2530078	0	78997	129938	0	0	0	50000	0	0	822	201019	567	284620	567	561820	1257331	18667	12926	511149	21000	306821	370481	3000	16500	294674	0	0	0	24077	0	WV	2		W		W	60		58588	0
2002	H2WV03058	HAMB, THEODORE W.	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WV	3		L			0		0	0
2002	H6WV04057	RAHALL, NICK JOE II	I	1	DEM	578593	0	374850	0	1426833	1630577	0	0	0	0	0	0	164	34000	60	30100	77	78000	150036	370	0	72650	114400	9250	50204	1000	1000	0	0	0	2	0	0	WV	3		W		W	70		0	0
2002	H2WV03066	CHAPMAN, PAUL E.	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WV	3				L	29		0	0
2002	H0WI05089	STAMPLEY,NATHANIEL J	C	1	DEM	14065	0	13798	0	0	240	300	0	0	0	0	0	6	1400	3	1500	1	1000	13765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	0					0		0	0
2002	H2WI01068	MOORE, DALE	C	1	DEM	16912	0	8146	0	0	957	977	12000	3180	150	50	12135	0	0	0	0	0	0	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	1					0		0	0
2002	H4WI01064	THOMAS, JEFFREY C	C	1	DEM	206393	0	206799	0	410	5	0	206393	0	165806	0	337852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	1		W		L	30		0	0
2002	H8WI01024	RYAN, PAUL D	I	2	REP	1244748	0	962417	0	305548	587879	0	0	0	0	0	20990	582	141167	386	194416	127	124069	681159	4876	0	227900	36000	54824	203769	1750	11000	92	0	0	2	377	0	WI	1		W		W	67		0	0
2002	H2WI01076	MEYERS, GEORGE	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	WI	1				L	2		0	0
2002	H8WI00018	BALDWIN, TAMMY	I	1	DEM	1295043	0	1238876	0	15864	72028	1000	0	0	0	0	10000	611	148009	297	149727	246	243575	898106	1478	0	20450	184150	76671	81833	1000	1600	0	0	22	0	2957	0	WI	2		W		W	66		69	0
2002	H2WI02090	ALFONSI, PHILIP ANTHONY	C	2	REP	101421	0	101644	0	0	26	770	47000	0	0	0	47000	25	6620	30	15195	15	14800	53288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	2					0		0	0
2002	H8WI02089	BAKKE, MEREDITH H	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	2					0		0	0
2002	H2WI02082	DEBAUFER, ROBERT JOHNSON	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WI	2					0		0	0
2002	H8WI02105	GREER, RONNIE B	C	2	REP	175776	0	169065	0	0	13251	0	3773	0	0	0	3773	62	15950	36	18100	20	19300	146812	5411	0	9500	0	7000	1750	0	1500	1416	0	0	2	0	0	WI	2		W		L	33		0	0
2002	H8WI02071	SHARPLESS, JOHN	C	2	REP	17662	1625	13654	1600	8311	12318	25	0	0	0	0	1175	3	900	0	0	0	0	15673	0	0	-500	0	0	150	0	0	1405	0	0	0	0	0	WI	2					0		0	0
2002	H6WI03099	KIND, RONALD JAMES	I	1	DEM	742096	0	554120	0	207400	395375	0	0	0	0	0	0	228	56398	148	74273	92	91150	371446	1501	0	76900	127100	21600	103481	6000	5000	0	0	0	0	0	0	WI	3		W		W	62		116	0
2002	H2WI03072	ARNDT, WILLIAM GEORGE	C	2	REP	12475	0	12325	0	0	149	7382	0	0	0	0	0	2	600	0	0	0	0	1277	3014	0	0	0	0	0	0	0	92	0	0	0	0	0	WI	3		W		L	33		0	0
