zip	lat	lon	code	city	state	county
16950	+41.919341	-077.523033		WESTFIELD	42	117
17001	+40.216040	-076.924996	P	CAMP HILL	42	041
17002	+40.539667	-077.790168		ALLENSVILLE	42	087
17003	+40.352637	-076.435873		ANNVILLE	42	075
17004	+40.591417	-077.731030		BELLEVILLE	42	087
17005	+40.600992	-076.811693	P	BERRYSBURG	42	043
17006	+40.297360	-077.564370		BLAIN	42	099
17007	+40.141205	-077.242351		BOILING SPRINGS	42	041
17008	+40.167091	-076.978448	P	BOWMANSDALE	42	041
17009	+40.629711	-077.607196		BURNHAM	42	087
17010	+40.271240	-076.582049	P	CAMPBELLTOWN	42	075
17011	+40.251914	-077.079091		CAMP HILL	42	041
17012	+40.136687	-077.242805	U	CAMP HILL	42	041
17013	+40.168495	-077.228817		CARLISLE	42	041
17014	+40.478716	-077.345514		COCOLAMUS	42	067
17016	+40.275536	-076.405309	P	CORNWALL	42	075
17017	+40.894363	-076.596151		DALMATIA	42	097
17018	+40.361876	-076.895539		DAUPHIN	42	043
17019	+40.091217	-076.977835		DILLSBURG	42	133
17020	+40.458261	-077.060745		DUNCANNON	42	099
17021	+40.478716	-077.345514		EAST WATERFORD	42	067
17022	+40.150963	-076.610280		ELIZABETHTOWN	42	071
17023	+40.584804	-076.767913		ELIZABETHVILLE	42	043
17024	+40.442354	-077.270880		ELLIOTTSBURG	42	099
17025	+40.235675	-076.987249		ENOLA	42	041
17026	+40.456193	-076.434639		FREDERICKSBURG	42	075
17027	+40.157981	-076.996398	P	GRANTHAM	42	041
17028	+40.373438	-076.682667		GRANTVILLE	42	043
17029	+40.550937	-077.626095		GRANVILLE	42	087
17030	+40.608245	-076.737545		GRATZ	42	043
17031	+40.406766	-077.292578		GREEN PARK	42	099
17032	+40.507107	-076.843844		HALIFAX	42	043
17033	+40.269748	-076.636357		HERSHEY	42	043
17034	+40.329577	-076.834076		HIGHSPIRE	42	043
17035	+40.478716	-077.345514		HONEY GROVE	42	067
17036	+40.340043	-076.782764		HUMMELSTOWN	42	043
17037	+40.436276	-077.397013		ICKESBURG	42	099
17038	+40.430902	-076.480732		JONESTOWN	42	075
17039	+40.300505	-076.258399	P	KLEINFELTERSVILLE	42	075
17040	+40.342530	-077.304476		LANDISBURG	42	099
17041	+40.223623	-076.538007	P	LAWN	42	075
17042	+40.331594	-076.397634		LEBANON	42	075
17043	+40.244339	-076.918796		LEMOYNE	42	041
17044	+40.564909	-077.630152		LEWISTOWN	42	087
17045	+40.574445	-076.987538		LIVERPOOL	42	099
17046	+40.381212	-076.436791		LEBANON	42	075
17047	+40.406766	-077.292578		LOYSVILLE	42	099
17048	+40.558844	-076.790132		LYKENS	42	043
17049	+40.651725	-077.306056		MC ALISTERVILLE	42	067
17051	+40.478095	-077.734919		MC VEYTOWN	42	087
17052	+40.402523	-077.966977		MAPLETON DEPOT	42	061
17053	+40.325105	-077.025886		MARYSVILLE	42	099
17054	+40.495979	-077.723716	P	MATTAWANA	42	087
17055	+40.180953	-077.177086		MECHANICSBURG	42	041
17056	+40.478716	-077.345514	P	MEXICO	42	067
17057	+40.191241	-076.720142		MIDDLETOWN	42	043
17058	+40.555304	-077.400062		MIFFLIN	42	067
17059	+40.571404	-077.317266		MIFFLINTOWN	42	067
17060	+40.402523	-077.966977		MILL CREEK	42	061
17061	+40.571494	-076.840528		MILLERSBURG	42	043
17062	+40.556195	-077.154223		MILLERSTOWN	42	099
17063	+40.740026	-077.493466		MILROY	42	087
17064	+40.254642	-076.461544	P	MOUNT GRETNA	42	075
17065	+40.202649	-077.082130		MOUNT HOLLY SPRINGS	42	041
17066	+40.382302	-077.882222		MOUNT UNION	42	061
17067	+40.368282	-076.359975		MYERSTOWN	42	075
17068	+40.405796	-077.134043		NEW BLOOMFIELD	42	099
17069	+40.455272	-076.970942	P	NEW BUFFALO	42	099
17070	+40.263875	-076.898096		NEW CUMBERLAND	42	041
17071	+40.406766	-077.292578	P	NEW GERMANTOWN	42	099
17072	+40.230601	-077.079425	P	NEW KINGSTOWN	42	041
17073	+40.314112	-076.260550		NEWMANSTOWN	42	075
17074	+40.506053	-077.129129		NEWPORT	42	099
17075	+40.393130	-077.831635	P	NEWTON HAMILTON	42	087
17076	+40.478716	-077.345514		OAKLAND MILLS	42	067
17077	+40.375404	-076.414757	P	ONO	42	075
17078	+40.317606	-076.416907		PALMYRA	42	075
17080	+40.639199	-076.802920	P	PILLOW	42	043
17081	+40.203019	-077.284761	P	PLAINFIELD	42	041
17082	+40.549581	-077.395272		PORT ROYAL	42	067
17083	+40.276390	-076.411239	P	QUENTIN	42	075
17084	+40.541706	-077.692538		REEDSVILLE	42	087
17085	+40.277076	-076.385727	P	REXMONT	42	075
17086	+40.478716	-077.345514		RICHFIELD	42	067
17087	+40.362956	-076.271943		RICHLAND	42	075
17088	+40.308696	-076.296308	P	SCHAEFFERSTOWN	42	075
17089	+40.269738	-076.936046	U	CAMP HILL	42	041
17090	+40.342999	-077.182569		SHERMANS DALE	42	099
17091	+40.136687	-077.242805	U	CAMP HILL	42	041
17093	+40.293538	-076.926346	P	SUMMERDALE	42	041
17094	+40.565325	-077.235359		THOMPSONTOWN	42	067
17097	+40.573734	-076.656930	P	WICONISCO	42	043
17098	+40.588313	-076.695547		WILLIAMSTOWN	42	043
17099	+40.644505	-077.567708		YEAGERTOWN	42	087
17101	+40.264589	-076.869644		HARRISBURG	42	043
17102	+40.272538	-076.890695		HARRISBURG	42	043
17103	+40.272389	-076.860994		HARRISBURG	42	043
17104	+40.253639	-076.857944		HARRISBURG	42	043
17105	+40.278498	-076.875207	P	HARRISBURG	42	043
17106	+40.292664	-076.850061	P	HARRISBURG	42	043
17107	+40.297031	-076.876437	U	HARRISBURG	42	043
17108	+40.308638	-076.801693	P	HARRISBURG	42	043
17109	+40.290953	-076.820294		HARRISBURG	42	043
17110	+40.302238	-076.866348		HARRISBURG	42	043
17111	+40.272089	-076.801693		HARRISBURG	42	043
17112	+40.344295	-076.790248		HARRISBURG	42	043
17113	+40.239040	-076.841644		HARRISBURG	42	043
17120	+40.265689	-076.882745		HARRISBURG	42	043
17121	+40.294396	-076.893751		HARRISBURG	42	043
17122	+40.249845	-076.871209		HARRISBURG	42	043
17123	+40.267518	-076.883734		HARRISBURG	42	043
17124	+40.267460	-076.885967		HARRISBURG	42	043
17125	+40.266221	-076.882854		HARRISBURG	42	043
17126	+40.261790	-076.880021		HARRISBURG	42	043
17127	+40.261516	-076.880884		HARRISBURG	42	043
17128	+40.389865	-076.782323		HARRISBURG	42	043
17129	+40.261516	-076.880884		HARRISBURG	42	043
17130	+40.270222	-076.882889		HARRISBURG	42	043
17140	+40.308640	-076.846449	U	HARRISBURG	42	043
17177	+40.298988	-076.847194	U	HARRISBURG	42	043
17201	+39.908055	-077.666445		CHAMBERSBURG	42	055
17210	+40.171667	-077.661354	P	AMBERSON	42	055
17211	+39.755155	-078.406388		ARTEMAS	42	009
17212	+39.943762	-078.122265		BIG COVE TANNERY	42	057
17213	+40.179730	-077.865942		BLAIRS MILLS	42	061
17214	+39.739893	-077.470729		BLUE RIDGE SUMMIT	42	055
17215	+39.943762	-078.122265		BURNT CABINS	42	057
17217	+40.225168	-077.725013		CONCORD	42	055
17219	+40.218448	-077.679713		DOYLESBURG	42	055
17220	+40.178081	-077.735336		DRY RUN	42	055
17221	+40.073155	-077.832158		FANNETTSBURG	42	055
17222	+39.900035	-077.529619		FAYETTEVILLE	42	055
17223	+39.943762	-078.122265		FORT LITTLETON	42	057
17224	+40.002593	-077.809574		FORT LOUDON	42	055
17225	+39.805922	-077.726127		GREENCASTLE	42	055
17228	+39.943762	-078.122265		HARRISONVILLE	42	057
17229	+39.943762	-078.122265		HUSTONTOWN	42	057
17231	+39.859432	-077.857889	P	LEMASTERS	42	055
17232	+40.105495	-077.640461		LURGAN	42	055
17233	+39.928812	-077.981379		MC CONNELLSBURG	42	057
17235	+39.858699	-077.698150	P	MARION	42	055
17236	+39.819034	-077.798952		MERCERSBURG	42	055
17237	+39.835930	-077.553776		MONT ALTO	42	055
17238	+39.943762	-078.122265		NEEDMORE	42	057
17239	+40.402523	-077.966977		NEELYTON	42	061
17240	+40.174798	-077.470285		NEWBURG	42	041
17241	+40.173093	-077.421905		NEWVILLE	42	041
17243	+40.225376	-077.887496		ORBISONIA	42	061
17244	+40.079556	-077.679344		ORRSTOWN	42	055
17246	+40.049118	-077.671754		PLEASANT HALL	42	055
17247	+39.799481	-077.581092	P	QUINCY	42	055
17249	+40.402523	-077.966977	P	ROCKHILL FURNACE	42	061
17250	+39.736395	-077.524740	P	ROUZERVILLE	42	055
17251	+40.112652	-077.670626	P	ROXBURY	42	055
17252	+39.916149	-077.811826		SAINT THOMAS	42	055
17253	+40.402523	-077.966977	P	SALTILLO	42	061
17254	+39.969590	-077.584841	P	SCOTLAND	42	055
17255	+40.133259	-077.874750		SHADE GAP	42	061
17256	+39.783391	-077.674851	P	SHADY GROVE	42	055
17257	+40.070789	-077.459830		SHIPPENSBURG	42	041
17260	+40.402523	-077.966977		SHIRLEYSBURG	42	061
17261	+39.833095	-077.488633	P	SOUTH MOUNTAIN	42	055
17262	+40.173439	-077.709212		SPRING RUN	42	055
17263	+39.724825	-077.718629	P	STATE LINE	42	055
17264	+40.222408	-077.941975		THREE SPRINGS	42	061
17265	+40.054782	-077.775921		UPPERSTRASBURG	42	055
17266	+40.104094	-077.472794		WALNUT BOTTOM	42	041
17267	+39.943762	-078.122265		WARFORDSBURG	42	057
17268	+39.793552	-077.592280		WAYNESBORO	42	055
17270	+39.854018	-077.799733	P	WILLIAMSON	42	055
17271	+40.108243	-077.807221		WILLOW HILL	42	055
17272	+39.771372	-077.627020	P	ZULLINGER	42	055
17294	+40.004885	-077.776370	U	BLUE RIDGE SUMMIT	42	055
17301	+39.896923	-076.994725		ABBOTTSTOWN	42	001
17302	+39.821313	-076.405931		AIRVILLE	42	133
17303	+39.923644	-077.300085	P	ARENDTSVILLE	42	001
17304	+39.976602	-077.227126		ASPERS	42	001
17306	+39.979154	-077.249592	P	BENDERSVILLE	42	001
17307	+39.933286	-077.287491		BIGLERVILLE	42	001
17309	+39.860758	-076.467305		BROGUE	42	133
17310	+39.890605	-077.356642	P	CASHTOWN	42	001
17311	+39.871756	-076.759884	P	CODORUS	42	133
17312	+39.946739	-076.506639	P	CRALEY	42	133
17313	+39.912423	-076.653530		DALLASTOWN	42	133
17314	+39.792142	-076.543840		DELTA	42	133
17315	+40.004544	-076.884956		DOVER	42	133
17316	+39.876563	-077.027176		EAST BERLIN	42	001
17317	+39.970140	-076.521686	P	EAST PROSPECT	42	133
17318	+40.021496	-076.726638	P	EMIGSVILLE	42	133
17319	+40.150726	-076.798353		ETTERS	42	133
17320	+39.780789	-077.361859		FAIRFIELD	42	001
17321	+39.784476	-076.518286		FAWN GROVE	42	133
17322	+39.844726	-076.576556		FELTON	42	133
17323	+40.075010	-077.027926	P	FRANKLINTOWN	42	133
17324	+40.017772	-077.193663		GARDNERS	42	001
17325	+39.840922	-077.226591		GETTYSBURG	42	001
17326	+39.894800	-077.213493	U	GETTYSBURG	42	001
17327	+39.892205	-076.750637		GLEN ROCK	42	133
17329	+39.766883	-076.877706		GLENVILLE	42	133
17331	+39.935502	-076.672739		HANOVER	42	133
17332	+39.775037	-076.735116	U	HANOVER	42	133
17333	+39.972985	-076.687826	U	HANOVER	42	133
17337	+40.015656	-077.200131	P	IDAVILLE	42	001
17339	+39.995219	-076.889249		LEWISBERRY	42	133
17340	+39.829806	-077.095399		LITTLESTOWN	42	001
17342	+39.853644	-076.707997	P	LOGANVILLE	42	133
17343	+39.869229	-077.329248	P	MC KNIGHTSTOWN	42	001
17344	+39.801004	-077.022875		MC SHERRYSTOWN	42	001
17345	+39.954060	-076.835812		MANCHESTER	42	133
17346	+40.079591	-076.703553		MENGES MILLS	42	133
17347	+39.942848	-076.552798		MOUNT WOLF	42	133
17349	+39.866988	-076.633324		NEW FREEDOM	42	133
17350	+39.881881	-077.077431		NEW OXFORD	42	001
17352	+39.838639	-076.449874		NEW PARK	42	133
17353	+39.882976	-077.393593		ORRTANNA	42	001
17354	+39.824570	-076.899270		PORTERS SIDELING	42	133
17355	+39.757328	-076.699442	P	RAILROAD	42	133
17356	+39.905747	-076.615805		RED LION	42	133
17358	+39.972985	-076.687826	P	ROSSVILLE	42	133
17360	+39.823461	-076.700714		SEVEN VALLEYS	42	133
17361	+39.799799	-076.687931		SHREWSBURY	42	133
17362	+39.944531	-076.775774		SPRING GROVE	42	133
17363	+39.809151	-076.606747		STEWARTSTOWN	42	133
17364	+39.933775	-076.905317		THOMASVILLE	42	133
17365	+40.018835	-076.784811		WELLSVILLE	42	133
17366	+40.006581	-076.613232		WINDSOR	42	133
17368	+39.994482	-076.677736		WRIGHTSVILLE	42	133
17370	+40.067766	-076.720322		YORK HAVEN	42	133
17371	+39.900579	-076.789624	P	YORK NEW SALEM	42	133
17372	+40.007937	-077.100231		YORK SPRINGS	42	001
17375	+39.894800	-077.213493		PEACH GLEN	42	001
17401	+39.962998	-076.727139		YORK	42	133
17402	+40.001615	-076.689918		YORK	42	133
17403	+39.939390	-076.666257		YORK	42	133
17404	+39.934957	-076.577982		YORK	42	133
17405	+40.008647	-076.597187	P	YORK	42	133
17406	+40.004593	-076.594727		YORK	42	133
17407	+39.897907	-076.662569		YORK	42	133
17415	+39.972985	-076.687826	U	YORK	42	133
17501	+40.129894	-076.361053		AKRON	42	071
17502	+40.088469	-076.462434		BAINBRIDGE	42	071
17503	+40.018500	-076.297582	P	BART	42	071
17504	+40.024047	-076.328081	P	BAUSMAN	42	071
17505	+40.066647	-076.187926		BIRD IN HAND	42	071
17506	+40.117326	-076.052379	P	BLUE BALL	42	071
17507	+40.196641	-076.016047	P	BOWMANSVILLE	42	071
17508	+40.125896	-076.213013	P	BROWNSTOWN	42	071
17509	+39.903954	-076.040115		CHRISTIANA	42	071
17512	+40.116750	-076.369028		COLUMBIA	42	071
17516	+40.026391	-076.262044		CONESTOGA	42	071
17517	+40.188445	-076.337734		DENVER	42	071
17518	+39.818309	-076.249931		DRUMORE	42	071
17519	+40.142759	-076.019741		EAST EARL	42	071
17520	+40.097468	-076.356832		EAST PETERSBURG	42	071
17521	+40.204393	-076.346430	P	ELM	42	071
17522	+40.169662	-076.356933		EPHRATA	42	071
17527	+40.011961	-076.021595		GAP	42	071
17528	+40.043523	-076.238766	P	GOODVILLE	42	071
17529	+40.043967	-076.108543		GORDONVILLE	42	071
17532	+39.866320	-076.280620		HOLTWOOD	42	071
17533	+40.233892	-076.260725	P	HOPELAND	42	071
17534	+40.036659	-076.106902	P	INTERCOURSE	42	071
17535	+40.005276	-076.042921		KINZERS	42	071
17536	+39.842724	-076.080469		KIRKWOOD	42	071
17537	+39.988548	-076.238729	P	LAMPETER	42	071
17538	+40.112477	-076.360890		LANDISVILLE	42	071
17540	+40.100846	-076.191873		LEOLA	42	071
17543	+40.134761	-076.455212		LITITZ	42	071
17545	+40.155927	-076.464018		MANHEIM	42	071
17547	+40.061596	-076.485935		MARIETTA	42	071
17549	+40.154498	-076.087560	P	MARTINDALE	42	071
17550	+40.072108	-076.577790	P	MAYTOWN	42	071
17551	+40.031882	-076.236823		MILLERSVILLE	42	071
17552	+40.113745	-076.354000		MOUNT JOY	42	071
17554	+40.038842	-076.425978		MOUNTVILLE	42	071
17555	+40.120279	-075.961183		NARVON	42	071
17557	+40.146070	-076.073814		NEW HOLLAND	42	071
17560	+39.912288	-076.237428		NEW PROVIDENCE	42	071
17562	+39.898072	-076.091234		PARADISE	42	071
17563	+39.844788	-076.155069		PEACH BOTTOM	42	071
17564	+40.018500	-076.297582	P	PENRYN	42	071
17565	+39.904409	-076.322481		PEQUEA	42	071
17566	+39.856368	-076.148506		QUARRYVILLE	42	071
17567	+40.209941	-076.116445	P	REAMSTOWN	42	071
17568	+39.946900	-076.232229	P	REFTON	42	071
17569	+40.152713	-076.091179		REINHOLDS	42	071
17570	+40.129645	-076.571739	P	RHEEMS	42	071
17572	+40.015026	-076.149994		RONKS	42	071
17573	+40.018500	-076.297582	U	RONKS	42	071
17575	+40.064746	-076.434285	P	SILVER SPRING	42	071
17576	+40.036398	-076.203069		SMOKETOWN	42	071
17577	+40.018500	-076.297582	P	SOUDERSBURG	42	071
17578	+40.168624	-076.330001		STEVENS	42	071
17579	+40.082226	-076.113772		STRASBURG	42	071
17580	+40.116846	-076.213075	P	TALMAGE	42	071
17581	+40.157576	-076.046317		TERRE HILL	42	071
17582	+39.990664	-076.434850		WASHINGTON BORO	42	071
17583	+39.972349	-076.287330	P	WEST WILLOW	42	071
17584	+39.959349	-076.259779		WILLOW STREET	42	071
17585	+40.048398	-076.211427	P	WITMER	42	071
17601	+40.076553	-076.310680		LANCASTER	42	071
17602	+40.004048	-076.249829		LANCASTER	42	071
17603	+40.009147	-076.367132		LANCASTER	42	071
17604	+40.065096	-076.335631	P	LANCASTER	42	071
17605	+40.018500	-076.297582	P	LANCASTER	42	071
17606	+40.110201	-076.305378	P	LANCASTER	42	071
17607	+40.018500	-076.297582	P	LANCASTER	42	071
17608	+40.018500	-076.297582	P	LANCASTER	42	071
17699	+40.018500	-076.297582	U	LANCASTER	42	071
17701	+41.266716	-076.958314		WILLIAMSPORT	42	081
17702	+41.194306	-077.054665		WILLIAMSPORT	42	081
17703	+41.332750	-077.023601	P	WILLIAMSPORT	42	081
17705	+41.332750	-077.023601	U	WILLIAMSPORT	42	081
17720	+41.186545	-077.218368	P	ANTES FORT	42	081
17721	+41.186028	-077.316191	P	AVIS	42	035
17722	+41.332750	-077.023601		BODINES	42	081
17723	+41.332750	-077.023601		JERSEY SHORE	42	081
17724	+41.639449	-076.841430		CANTON	42	015
17726	+41.122741	-077.431745	P	CASTANEA	42	035
17727	+41.332750	-077.023601		CEDAR RUN	42	081
17728	+41.255299	-076.948034		COGAN STATION	42	081
17729	+41.737627	-077.902366		CROSS FORK	42	105
17730	+41.108910	-076.877491	P	DEWART	42	097
17731	+41.432901	-076.516887	P	EAGLES MERE	42	113
17735	+41.771970	-076.521266	P	GROVER	42	015
17737	+41.280128	-076.675300		HUGHESVILLE	42	081
17738	+41.220635	-077.618532		HYNER	42	035
17739	+41.332750	-077.023601	P	JERSEY MILLS	42	081
17740	+41.208518	-077.025687		JERSEY SHORE	42	081
17742	+41.229734	-076.594727		LAIRDSVILLE	42	081
17743	+41.771970	-076.521266		LEROY	42	015
17744	+41.251994	-077.161674		LINDEN	42	081
17745	+41.229022	-077.641745		LOCK HAVEN	42	035
17747	+41.018519	-077.341611		LOGANTON	42	035
17748	+41.135507	-077.369964	P	MC ELHATTAN	42	035
17749	+41.071982	-076.818381	P	MC EWENSVILLE	42	097
17750	+41.032529	-077.495147	P	MACKEYVILLE	42	035
17751	+41.071123	-077.476304		MILL HALL	42	035
17752	+41.214561	-076.856502		MONTGOMERY	42	081
17754	+41.307308	-076.881055		MONTOURSVILLE	42	081
17756	+41.244348	-076.740480		MUNCY	42	081
17758	+41.432901	-076.516887		MUNCY VALLEY	42	113
17759	+41.218259	-077.121370	P	NISBET	42	081
17760	+41.220635	-077.618532	P	NORTH BEND	42	035
17762	+41.221474	-076.659535	P	PICTURE ROCKS	42	081
17763	+41.498523	-076.946724	P	RALSTON	42	081
17764	+41.306045	-077.571221		RENOVO	42	035
17765	+41.771970	-077.242228		ROARING BRANCH	42	117
17767	+41.220635	-077.618532	P	SALONA	42	035
17768	+41.432901	-076.516887		SHUNK	42	113
17769	+41.332750	-077.023601	P	SLATE RUN	42	081
17771	+41.438766	-077.061380		TROUT RUN	42	081
17772	+41.102850	-076.823084		TURBOTVILLE	42	097
17773	+41.220635	-077.618532	P	TYLERSVILLE	42	035
17774	+41.227207	-076.646221		UNITYVILLE	42	081
17776	+41.378570	-077.331293		WATERVILLE	42	081
17777	+41.097981	-076.850306		WATSONTOWN	42	097
17778	+41.270789	-077.969664		WESTPORT	42	035
17779	+41.187424	-077.372827	P	WOOLRICH	42	035
17801	+40.869766	-076.735577		SUNBURY	42	097
17810	+40.978059	-077.081840		ALLENWOOD	42	119
17812	+40.726469	-077.272828		BEAVER SPRINGS	42	109
17813	+40.754705	-077.169508		BEAVERTOWN	42	109
17814	+41.218998	-076.395426		BENTON	42	037
17815	+41.005609	-076.430563		BLOOMSBURG	42	037
17820	+41.020674	-076.436239		CATAWISSA	42	037
17821	+40.991968	-076.647082		DANVILLE	42	093
17822	+40.967437	-076.604896	U	DANVILLE	42	093
17823	+40.889632	-076.664574		DORNSIFE	42	097
17824	+40.859435	-076.550811		ELYSBURG	42	097
17825	+40.889632	-076.664574		EXCELSIOR	42	097
17827	+40.765049	-076.939544		FREEBURG	42	109
17828	+40.889632	-076.664574	P	GOWEN CITY	42	097
17829	+40.882861	-077.189174	P	HARTLETON	42	119
17830	+40.889632	-076.664574		HERNDON	42	097
17831	+40.834408	-076.835439	P	HUMMELS WHARF	42	109
17832	+40.805096	-076.464607	P	MARION HEIGHTS	42	097
17833	+40.762675	-077.077520	P	KREAMER	42	109
17834	+40.793938	-076.476946		KULPMONT	42	097
17835	+40.978059	-077.081840	P	LAURELTON	42	119
17836	+40.889632	-076.664574		LECK KILL	42	097
17837	+40.969642	-076.948072		LEWISBURG	42	119
17839	+41.020062	-076.438413	P	LIGHT STREET	42	037
17840	+40.772687	-076.438311	P	LOCUST GAP	42	097
17841	+40.766765	-077.150271		MC CLURE	42	109
17842	+40.779808	-077.117558		MIDDLEBURG	42	109
17843	+40.762675	-077.077520		BEAVER SPRINGS	42	109
17844	+40.947833	-077.011087		MIFFLINBURG	42	119
17845	+40.978059	-077.081840		MILLMONT	42	119
17846	+41.143816	-076.525177		MILLVILLE	42	037
17847	+40.993883	-076.847896		MILTON	42	097
17850	+40.889632	-076.664574	P	MONTANDON	42	097
17851	+40.803636	-076.428612		MOUNT CARMEL	42	097
17853	+40.723706	-077.013547		MOUNT PLEASANT MILLS	42	109
17855	+40.882689	-076.984667		NEW BERLIN	42	119
17856	+41.048043	-076.903895		NEW COLUMBIA	42	119
17857	+40.908050	-076.784197		NORTHUMBERLAND	42	097
17858	+41.042106	-076.424297	P	NUMIDIA	42	037
17859	+41.061483	-076.418093		ORANGEVILLE	42	037
17860	+40.889632	-076.664574		PAXINOS	42	097
17861	+40.762675	-077.077520	P	PAXTONVILLE	42	109
17862	+40.857426	-077.064941	P	PENNS CREEK	42	109
17864	+40.695087	-076.903957		PORT TREVORTON	42	109
17865	+40.889632	-076.664574	P	POTTS GROVE	42	097
17866	+40.791688	-076.551871		COAL TOWNSHIP	42	097
17867	+40.889632	-076.664574		REBUCK	42	097
17868	+40.952908	-076.631118	P	RIVERSIDE	42	097
17870	+40.825914	-076.857577		SELINSGROVE	42	109
17872	+40.791953	-076.601592		SHAMOKIN	42	097
17876	+40.845896	-076.822410	P	SHAMOKIN DAM	42	109
17877	+40.878970	-076.667267	P	SNYDERTOWN	42	097
17878	+41.120644	-076.412386		STILLWATER	42	037
17880	+40.978059	-077.081840	P	SWENGEL	42	119
17881	+40.782155	-076.672737		TREVORTON	42	097
17882	+40.762675	-077.077520	P	TROXELVILLE	42	109
17883	+40.978059	-077.081840	P	VICKSBURG	42	119
17884	+41.027277	-076.653633	P	WASHINGTONVILLE	42	093
17885	+40.978059	-077.081840	P	WEIKERT	42	119
17886	+41.017890	-076.870841	P	WEST MILTON	42	119
17887	+40.978059	-077.081840	P	WHITE DEER	42	119
17888	+40.815401	-076.368632		WILBURTON	42	037
17889	+40.905947	-076.859662		WINFIELD	42	119
17901	+40.708751	-076.282986		POTTSVILLE	42	107
17920	+40.816696	-076.350279	P	ARISTES	42	037
17921	+40.692886	-076.303085		ASHLAND	42	107
17922	+40.597820	-076.149320		AUBURN	42	107
17923	+40.676020	-076.316013	P	BRANCHDALE	42	107
17925	+40.750796	-076.062859	P	BROCKTON	42	107
17927	+40.804881	-076.341156		CENTRALIA	42	037
17929	+40.675475	-076.165297		CRESSONA	42	107
17930	+40.711356	-076.139162	P	CUMBOLA	42	107
17931	+40.692869	-076.348699		FRACKVILLE	42	107
17932	+40.649109	-076.503339	U	FRACKVILLE	42	107
17933	+40.595462	-076.246441	P	FRIEDENSBURG	42	107
17934	+40.798623	-076.215530	P	GILBERTON	42	107
17935	+40.795384	-076.270574		GIRARDVILLE	42	107
17936	+40.748879	-076.335499	P	GORDON	42	107
17938	+40.688219	-076.539205		HEGINS	42	107
17941	+40.687178	-076.578173		KLINGERSTOWN	42	107
17942	+40.722587	-076.229623	P	LANDINGVILLE	42	107
17943	+40.761438	-076.387242	P	LAVELLE	42	107
17944	+40.675780	-076.281900	P	LLEWELLYN	42	107
17945	+40.774531	-076.370427	P	LOCUSTDALE	42	107
17946	+40.808081	-076.240747	P	LOST CREEK	42	107
17948	+40.733004	-076.306129		MAHANOY CITY	42	107
17949	+40.794007	-076.243323	P	MAHANOY PLANE	42	107
17951	+40.682985	-076.238725	P	MAR LIN	42	107
17952	+40.747301	-076.062825	P	MARY D	42	107
17953	+40.733072	-076.085783	P	MIDDLEPORT	42	107
17954	+40.711461	-076.199621		MINERSVILLE	42	107
17957	+40.592578	-076.516075		MUIR	42	107
17959	+40.675413	-076.155786		NEW PHILADELPHIA	42	107
17960	+40.703416	-075.959812		NEW RINGGOLD	42	107
17961	+40.618065	-076.206854		ORWIGSBURG	42	107
17963	+40.577029	-076.337160		PINE GROVE	42	107
17964	+40.724376	-076.488833		PITMAN	42	107
17965	+40.771333	-076.199259		PORT CARBON	42	107
17966	+40.722587	-076.229623	P	RAVINE	42	107
17967	+40.856227	-076.234640		RINGTOWN	42	107
17968	+40.636539	-076.591109		SACRAMENTO	42	107
17970	+40.707055	-076.284374		SAINT CLAIR	42	107
17972	+40.602048	-076.154856		SCHUYLKILL HAVEN	42	107
17974	+40.690632	-076.227294	P	SELTZER	42	107
17976	+40.763239	-076.148397		SHENANDOAH	42	107
17978	+40.625754	-076.621769		SPRING GLEN	42	107
17979	+40.554516	-076.203767	P	SUMMIT STATION	42	107
17980	+40.590428	-076.539810		TOWER CITY	42	107
17981	+40.694624	-076.306539		TREMONT	42	107
17982	+40.781484	-076.013399	P	TUSCARORA	42	107
17983	+40.645911	-076.532384		VALLEY VIEW	42	107
17985	+40.914137	-076.193099		ZION GROVE	42	107
18001	+40.693376	-075.471156	P	LEHIGH VALLEY	42	095
18002	+40.665597	-075.426247	P	LEHIGH VALLEY	42	095
18003	+40.693376	-075.471156	U	LEHIGH VALLEY	42	095
18010	+40.693376	-075.471156	P	ACKERMANVILLE	42	095
18011	+40.514472	-075.602941		ALBURTIS	42	077
18012	+40.813281	-075.592020	P	AQUASHICOLA	42	025
18013	+40.766465	-075.315246		BANGOR	42	095
18014	+40.733142	-075.351785		BATH	42	095
18015	+40.588830	-075.351958		BETHLEHEM	42	095
18016	+40.693376	-075.471156		BETHLEHEM	42	095
18017	+40.662211	-075.390270		BETHLEHEM	42	095
18018	+40.625297	-075.379174		BETHLEHEM	42	095
18020	+40.669251	-075.334887		BETHLEHEM	42	095
18025	+40.693376	-075.471156	U	BETHLEHEM	42	077
18030	+40.801062	-075.661425	P	BOWMANSTOWN	42	025
18031	+40.550733	-075.540673		BREINIGSVILLE	42	077
18032	+40.602633	-075.472276		CATASAUQUA	42	077
18034	+40.543998	-075.412420		CENTER VALLEY	42	077
18035	+40.750996	-075.539370		CHERRYVILLE	42	095
18036	+40.502424	-075.411145		COOPERSBURG	42	077
18037	+40.616645	-075.489587		COPLAY	42	077
18038	+40.790710	-075.482967		DANIELSVILLE	42	095
18039	+40.328645	-075.102780	P	DURHAM	42	017
18040	+40.806206	-075.208870		EASTON	42	095
18041	+40.382488	-075.515410		EAST GREENVILLE	42	091
